image_path,label_index,mask_path,anomaly_type,split,semi_matte_sheen,intact_shell_structure,reddish_brown_hue,subtle_radial_striations,uniform_reddish_brown_hue,defined_seam_line,solid_outer_casing,rounded_ovoid_profile,surface_irregularity,color_deviation,structural_discontinuity,texture_inconsistency,unexpected_surface_pattern,linear_shell_fracture,exposed_inner_material,radial_shell_split,visible_linear_crack,jagged_break_edges,rough_fracture_edges,radial_incision_mark,jagged_opening_edge,surface_abrasion_mark,perforation_at_apex,perforation_hole,structural_breach_hole,damaged_shell_edge,apical_breach,perforated_shell_body,structural_material_loss,seam_failure_point,jagged_edge_break,localized_material_loss,white_pigment_deposit,chalky_surface_deposit,apex_pigment_deposit,seam_obfuscation
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/014.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/015.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/016.png,0,,good,train,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/017.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/018.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/019.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/020.png,0,,good,train,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/021.png,0,,good,test,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/022.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/023.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/024.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/025.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/026.png,0,,good,val,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/027.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/028.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/029.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/030.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/031.png,0,,good,train,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/032.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/033.png,0,,good,train,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/034.png,0,,good,train,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/035.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/036.png,0,,good,train,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/037.png,0,,good,val,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/038.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/039.png,0,,good,train,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/040.png,0,,good,train,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/041.png,0,,good,test,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/042.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/043.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/044.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/045.png,0,,good,test,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/046.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/047.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/048.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/049.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/050.png,0,,good,val,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/051.png,0,,good,train,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/052.png,0,,good,train,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/053.png,0,,good,test,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/054.png,0,,good,train,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/055.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/056.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/057.png,0,,good,train,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/058.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/059.png,0,,good,test,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/060.png,0,,good,train,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/061.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/062.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/063.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/064.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/065.png,0,,good,train,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/066.png,0,,good,train,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/067.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/068.png,0,,good,test,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/069.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/070.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/071.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/072.png,0,,good,test,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/073.png,0,,good,train,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/074.png,0,,good,test,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/075.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/076.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/077.png,0,,good,val,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/078.png,0,,good,train,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/079.png,0,,good,train,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/080.png,0,,good,train,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/081.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/082.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/083.png,0,,good,train,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/084.png,0,,good,train,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/085.png,0,,good,train,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/086.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/087.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/088.png,0,,good,test,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/089.png,0,,good,val,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/090.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/091.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/092.png,0,,good,test,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/093.png,0,,good,test,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/094.png,0,,good,val,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/095.png,0,,good,val,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/096.png,0,,good,val,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/097.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/098.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/099.png,0,,good,train,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/100.png,0,,good,test,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/101.png,0,,good,train,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/102.png,0,,good,train,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/103.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/104.png,0,,good,train,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/105.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/106.png,0,,good,train,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/107.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/108.png,0,,good,train,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/109.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/110.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/111.png,0,,good,train,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/112.png,0,,good,train,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/113.png,0,,good,train,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
/home/sobhan_hosseini/datasets/mvtec/hazelnut/train/good/114.png,0,,good,train,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
