image_path,label_index,mask_path,anomaly_type,split,smooth_surface_texture,white_numeric_marking,seamless_part_junction,opaque_black_color,cylindrical_body_shape,translucent_amber_color,printed_digit_characters,hemispherical_end_shapes,uniform_surface_texture,elongated_cylindrical_geometry,rounded_end_geometry,lustrous_surface_sheen,rounded_hemispherical_ends,even_surface_texture,rounded_terminal_ends,reflective_surface_sheen,uniform_surface_smoothness,polished_material_finish,glossy_surface_texture,surface_irregularity,color_deviation,structural_discontinuity,texture_inconsistency,unexpected_surface_pattern,linear_shell_fracture,fine_linear_crack,jagged_capsule_edge,smudged_digit_edges,smudged_digit_imprint,fragmented_digit_imprint,localized_surface_pitting,surface_puncture,puncture_indentation,linear_surface_scratch,indented_capsule_end,surface_indentation,deformed_capsule_tip
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/010.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/010_mask.png,poke,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/011.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/011_mask.png,poke,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/012.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/012_mask.png,poke,val,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/013.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/013_mask.png,poke,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/014.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/014_mask.png,poke,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/015.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/015_mask.png,poke,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/016.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/016_mask.png,poke,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/017.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/017_mask.png,poke,train,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/018.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/018_mask.png,poke,val,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/019.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/019_mask.png,poke,test,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/sobhan_hosseini/datasets/mvtec/capsule/test/poke/020.png,1,/home/sobhan_hosseini/datasets/mvtec/capsule/ground_truth/poke/020_mask.png,poke,test,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
